"Propeller_Name";"Blade_Name";"Propeller_Brand";"Number of Blades";"Propeller_Diameter";"Propeller_Pitch";"Advanced_Ratio_Input";"RPM_Rotation_Input";"Thrust_Coefficient_Output";"Power_Coefficient_Output";"Efficiency_Output"
"da4002 9.0x8.95 - 2";"da4002 9.0x8.95";"da4002";2;9.0;9;1.035889;5072;0.016544;0.030945;0.553807
"da4002 9.0x8.95 - 2";"da4002 9.0x8.95";"da4002";2;9.0;9;1.069484;5072;0.009545;0.023906;0.426989
"da4002 9.0x8.95 - 2";"da4002 9.0x8.95";"da4002";2;9.0;9;1.093191;5072;0.003075;0.017197;0.195474
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.126555;4546;0.141939;0.093159;0.192825
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.188383;4546;0.133934;0.089613;0.281554
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.250185;4546;0.125605;0.086925;0.361514
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.315855;4546;0.113763;0.081887;0.438803
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.375253;4546;0.102846;0.077883;0.495533
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.442405;4546;0.090247;0.072114;0.55366
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.507026;4546;0.076569;0.065621;0.591618
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.565176;4546;0.063706;0.059093;0.609298
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.633106;4546;0.04676;0.049777;0.594721
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.695816;4546;0.030572;0.038894;0.546922
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.759488;4546;0.015034;0.028531;0.400193
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.822039;4546;2.6e-05;0.017774;0.001166
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.095501;6041;0.147227;0.093925;0.149697
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.14289;6041;0.1399;0.090355;0.221241
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.188795;6041;0.135437;0.088629;0.288508
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.235828;6041;0.130203;0.086461;0.355132
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.283231;6041;0.12208;0.083284;0.415167
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.331257;6041;0.11391;0.080343;0.469652
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.378693;6041;0.105969;0.077511;0.517733
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.426175;6041;0.097141;0.074003;0.559423
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.473436;6041;0.086937;0.069548;0.591809
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.519022;6041;0.077115;0.06468;0.618813
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.567697;6041;0.064922;0.058412;0.63096
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.621981;6041;0.053419;0.052097;0.637745
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.663997;6041;0.042342;0.045153;0.62265
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.714611;6041;0.030522;0.03755;0.580851
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.767536;6041;0.016108;0.027787;0.444939
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.809084;6041;0.004594;0.019388;0.191668
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.854981;6041;-0.00801;0.010207;-0.670944
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.075956;7559;0.149291;0.0938;0.120891
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.113591;7559;0.1462;0.092599;0.179342
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.151187;7559;0.142014;0.090753;0.236583
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.188695;7559;0.136525;0.088156;0.292227
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.22707;7559;0.132402;0.086654;0.346949
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.263426;7559;0.12513;0.08374;0.393627
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.303803;7559;0.120212;0.082338;0.443542
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.341678;7559;0.114213;0.080137;0.486964
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.377621;7559;0.10656;0.077011;0.522514
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.41563;7559;0.099763;0.074739;0.554782
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.455067;7559;0.092502;0.072038;0.584342
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.492347;7559;0.085562;0.068906;0.611355
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.535398;7559;0.076356;0.064529;0.63353
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.567988;7559;0.068138;0.06024;0.642455
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.606012;7559;0.058812;0.055271;0.644838
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.644286;7559;0.048534;0.049191;0.635684
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.68592;7559;0.038333;0.042929;0.612472
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.722255;7559;0.028051;0.036201;0.559643
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.762789;7559;0.017929;0.029664;0.461054
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.642349;7575;0.049693;0.049759;0.641498
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.686563;7575;0.038414;0.042685;0.617864
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.724567;7575;0.028398;0.036419;0.564972
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.757993;7575;0.019045;0.031041;0.465073
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.798717;7575;0.008229;0.023016;0.285524
"da4022 5.0x3.75 - 2";"da4022 5.0x3.75";"da4022";2;5.0;4;0.83805;7575;-0.003177;0.014123;-0.191786
"da4022 5.0x3.75 - 3";"da4022 5.0x3.75";"da4022";3;5.0;4;0.142148;4028;0.190731;0.134607;0.201418
"da4022 5.0x3.75 - 3";"da4022 5.0x3.75";"da4022";3;5.0;4;0.213722;4028;0.177739;0.130165;0.291834
"da4022 5.0x3.75 - 3";"da4022 5.0x3.75";"da4022";3;5.0;4;0.286593;4028;0.159194;0.12275;0.371681
"da4022 5.0x3.75 - 3";"da4022 5.0x3.75";"da4022";3;5.0;4;0.356291;4028;0.141009;0.114413;0.439108
"da4022 5.0x3.75 - 3";"da4022 5.0x3.75";"da4022";3;5.0;4;0.421309;4028;0.122193;0.105343;0.488691
"da4022 5.0x3.75 - 3";"da4022 5.0x3.75";"da4022";3;5.0;4;0.497859;4028;0.09959;0.094545;0.524423
"da4022 5.0x3.75 - 3";"da4022 5.0x3.75";"da4022";3;5.0;4;0.565839;4028;0.079081;0.083299;0.537186
"da4022 5.0x3.75 - 3";"da4022 5.0x3.75";"da4022";3;5.0;4;0.653459;4028;0.051634;0.068565;0.49209
"da4022 5.0x3.75 - 3";"da4022 5.0x3.75";"da4022";3;5.0;4;0.711237;4028;0.032797;0.056461;0.413109
"da4022 5.0x3.75 - 3";"da4022 5.0x3.75";"da4022";3;5.0;4;0.789579;4028;0.007524;0.040197;0.147792
"da4022 5.0x3.75 - 3";"da4022 5.0x3.75";"da4022";3;5.0;4;0.853796;4028;-0.01494;0.023941;-0.532869
"da4022 5.0x3.75 - 3";"da4022 5.0x3.75";"da4022";3;5.0;4;0.111887;5036;0.194029;0.131028;0.165684
"da4022 5.0x3.75 - 3";"da4022 5.0x3.75";"da4022";3;5.0;4;0.169405;5036;0.185446;0.127972;0.245488
"da4022 5.0x3.75 - 3";"da4022 5.0x3.75";"da4022";3;5.0;4;0.226875;5036;0.175447;0.124462;0.319809
"da4022 5.0x3.75 - 3";"da4022 5.0x3.75";"da4022";3;5.0;4;0.283707;5036;0.160751;0.118401;0.385186
"da4022 5.0x3.75 - 3";"da4022 5.0x3.75";"da4022";3;5.0;4;0.338362;5036;0.148762;0.113498;0.443494
"da4022 5.0x3.75 - 3";"da4022 5.0x3.75";"da4022";3;5.0;4;0.399333;5036;0.133022;0.106572;0.498437
"da4022 5.0x3.75 - 3";"da4022 5.0x3.75";"da4022";3;5.0;4;0.461276;5036;0.116863;0.099444;0.542067
"da4022 5.0x3.75 - 3";"da4022 5.0x3.75";"da4022";3;5.0;4;0.51;5036;0.100508;0.090634;0.565557
"da4022 5.0x3.75 - 3";"da4022 5.0x3.75";"da4022";3;5.0;4;0.57736;5036;0.080873;0.080324;0.581295
"da4022 5.0x3.75 - 3";"da4022 5.0x3.75";"da4022";3;5.0;4;0.625676;5036;0.062399;0.069143;0.564663
"da4022 5.0x3.75 - 3";"da4022 5.0x3.75";"da4022";3;5.0;4;0.681117;5036;0.043592;0.057308;0.518106
"da4022 5.0x3.75 - 3";"da4022 5.0x3.75";"da4022";3;5.0;4;0.742027;5036;0.024325;0.044972;0.401344
"da4022 5.0x3.75 - 3";"da4022 5.0x3.75";"da4022";3;5.0;4;0.801129;5036;0.003175;0.030489;0.083384
"da4022 5.0x3.75 - 3";"da4022 5.0x3.75";"da4022";3;5.0;4;0.851839;5036;-0.014365;0.017384;-0.703901
"da4022 5.0x3.75 - 3";"da4022 5.0x3.75";"da4022";3;5.0;4;0.096136;6034;0.198274;0.130726;0.14581
"da4022 5.0x3.75 - 3";"da4022 5.0x3.75";"da4022";3;5.0;4;0.141749;6034;0.191819;0.128176;0.21213
"da4022 5.0x3.75 - 3";"da4022 5.0x3.75";"da4022";3;5.0;4;0.189136;6034;0.182593;0.123958;0.278601
"da4022 5.0x3.75 - 3";"da4022 5.0x3.75";"da4022";3;5.0;4;0.235976;6034;0.175364;0.121642;0.340192
"da4022 5.0x3.75 - 3";"da4022 5.0x3.75";"da4022";3;5.0;4;0.283843;6034;0.164674;0.117446;0.397984
"da4022 5.0x3.75 - 3";"da4022 5.0x3.75";"da4022";3;5.0;4;0.334446;6034;0.154521;0.114483;0.451417
"da4022 5.0x3.75 - 3";"da4022 5.0x3.75";"da4022";3;5.0;4;0.376009;6034;0.14241;0.108568;0.49322
"da4022 5.0x3.75 - 3";"da4022 5.0x3.75";"da4022";3;5.0;4;0.426956;6034;0.130773;0.103743;0.538204
"da4022 5.0x3.75 - 3";"da4022 5.0x3.75";"da4022";3;5.0;4;0.474113;6034;0.117941;0.097597;0.572927
"da4022 5.0x3.75 - 3";"da4022 5.0x3.75";"da4022";3;5.0;4;0.523382;6034;0.103894;0.090022;0.604031
"da4022 5.0x3.75 - 3";"da4022 5.0x3.75";"da4022";3;5.0;4;0.569971;6034;0.087999;0.081769;0.613394
"da4022 5.0x3.75 - 3";"da4022 5.0x3.75";"da4022";3;5.0;4;0.618247;6034;0.070952;0.071312;0.615112
"da4022 5.0x3.75 - 3";"da4022 5.0x3.75";"da4022";3;5.0;4;0.670576;6034;0.052438;0.059981;0.586247
"da4022 5.0x3.75 - 3";"da4022 5.0x3.75";"da4022";3;5.0;4;0.714432;6034;0.037462;0.050409;0.530937
"da4022 5.0x3.75 - 3";"da4022 5.0x3.75";"da4022";3;5.0;4;0.764695;6034;0.019425;0.038071;0.390161
"da4022 5.0x3.75 - 3";"da4022 5.0x3.75";"da4022";3;5.0;4;0.808467;6034;0.003539;0.026464;0.108055
"da4022 5.0x3.75 - 3";"da4022 5.0x3.75";"da4022";3;5.0;4;0.854119;6034;-0.013567;0.013577;-0.85346
"da4022 5.0x3.75 - 4";"da4022 5.0x3.75";"da4022";4;5.0;4;0.13867;4025;0.220505;0.161622;0.189191
"da4022 5.0x3.75 - 4";"da4022 5.0x3.75";"da4022";4;5.0;4;0.213553;4025;0.203896;0.155872;0.279349
"da4022 5.0x3.75 - 4";"da4022 5.0x3.75";"da4022";4;5.0;4;0.284775;4025;0.184488;0.146888;0.357677
"da4022 5.0x3.75 - 4";"da4022 5.0x3.75";"da4022";4;5.0;4;0.355199;4025;0.162634;0.136551;0.423049
"da4022 5.0x3.75 - 4";"da4022 5.0x3.75";"da4022";4;5.0;4;0.429649;4025;0.138225;0.125164;0.474486
"da4022 5.0x3.75 - 4";"da4022 5.0x3.75";"da4022";4;5.0;4;0.504271;4025;0.113435;0.112397;0.508931
"da4022 5.0x3.75 - 4";"da4022 5.0x3.75";"da4022";4;5.0;4;0.566204;4025;0.090375;0.098851;0.517654
"da4022 5.0x3.75 - 4";"da4022 5.0x3.75";"da4022";4;5.0;4;0.642556;4025;0.061262;0.082456;0.477391
"da4022 5.0x3.75 - 4";"da4022 5.0x3.75";"da4022";4;5.0;4;0.71587;4025;0.033768;0.065475;0.36921
"da4022 5.0x3.75 - 4";"da4022 5.0x3.75";"da4022";4;5.0;4;0.78451;4025;0.005097;0.045882;0.087141
"da4022 5.0x3.75 - 4";"da4022 5.0x3.75";"da4022";4;5.0;4;0.86015;4025;-0.025663;0.02387;-0.925004
"da4022 5.0x3.75 - 4";"da4022 5.0x3.75";"da4022";4;5.0;4;0.114841;5033;0.229079;0.165775;0.158695
"da4022 5.0x3.75 - 4";"da4022 5.0x3.75";"da4022";4;5.0;4;0.170913;5033;0.21705;0.16061;0.230973
"da4022 5.0x3.75 - 4";"da4022 5.0x3.75";"da4022";4;5.0;4;0.225035;5033;0.201989;0.153436;0.296243
"da4022 5.0x3.75 - 4";"da4022 5.0x3.75";"da4022";4;5.0;4;0.286177;5033;0.188033;0.14856;0.362218
"da4022 5.0x3.75 - 4";"da4022 5.0x3.75";"da4022";4;5.0;4;0.341442;5033;0.172652;0.140923;0.418319
"da4022 5.0x3.75 - 4";"da4022 5.0x3.75";"da4022";4;5.0;4;0.396678;5033;0.154316;0.131921;0.464019
"da4022 5.0x3.75 - 4";"da4022 5.0x3.75";"da4022";4;5.0;4;0.454351;5033;0.136662;0.122892;0.50526
"da4022 5.0x3.75 - 4";"da4022 5.0x3.75";"da4022";4;5.0;4;0.5112;5033;0.115347;0.111088;0.530799
"da4022 5.0x3.75 - 4";"da4022 5.0x3.75";"da4022";4;5.0;4;0.566662;5033;0.096123;0.100052;0.544412
"da4022 5.0x3.75 - 4";"da4022 5.0x3.75";"da4022";4;5.0;4;0.624824;5033;0.072399;0.08569;0.527898
"da4022 5.0x3.75 - 4";"da4022 5.0x3.75";"da4022";4;5.0;4;0.682027;5033;0.049653;0.070856;0.477947
"da4022 5.0x3.75 - 4";"da4022 5.0x3.75";"da4022";4;5.0;4;0.744615;5033;0.024635;0.054468;0.33678
"da4022 5.0x3.75 - 4";"da4022 5.0x3.75";"da4022";4;5.0;4;0.802422;5033;0.000491;0.036488;0.01076
"da4022 5.0x3.75 - 4";"da4022 5.0x3.75";"da4022";4;5.0;4;0.859007;5033;-0.022784;0.018965;-1.032044
"da4022 5.0x3.75 - 4";"da4022 5.0x3.75";"da4022";4;5.0;4;0.095399;6046;0.235876;0.164823;0.136524
"da4022 5.0x3.75 - 4";"da4022 5.0x3.75";"da4022";4;5.0;4;0.142931;6046;0.228624;0.162701;0.200844
"da4022 5.0x3.75 - 4";"da4022 5.0x3.75";"da4022";4;5.0;4;0.187754;6046;0.217611;0.157897;0.258759
"da4022 5.0x3.75 - 4";"da4022 5.0x3.75";"da4022";4;5.0;4;0.235948;6046;0.205599;0.153014;0.317033
"da4022 5.0x3.75 - 4";"da4022 5.0x3.75";"da4022";4;5.0;4;0.283516;6046;0.193873;0.148243;0.370785
"da4022 5.0x3.75 - 4";"da4022 5.0x3.75";"da4022";4;5.0;4;0.330428;6046;0.180183;0.142005;0.419264
"da4022 5.0x3.75 - 4";"da4022 5.0x3.75";"da4022";4;5.0;4;0.377437;6046;0.167293;0.136302;0.463255
"da4022 5.0x3.75 - 4";"da4022 5.0x3.75";"da4022";4;5.0;4;0.424486;6046;0.151934;0.128174;0.50317
"da4022 5.0x3.75 - 4";"da4022 5.0x3.75";"da4022";4;5.0;4;0.472304;6046;0.135553;0.120047;0.533313
"da4022 5.0x3.75 - 4";"da4022 5.0x3.75";"da4022";4;5.0;4;0.521811;6046;0.117795;0.110321;0.557162
"da4022 5.0x3.75 - 4";"da4022 5.0x3.75";"da4022";4;5.0;4;0.568019;6046;0.101056;0.100504;0.571143
"da4022 5.0x3.75 - 4";"da4022 5.0x3.75";"da4022";4;5.0;4;0.617493;6046;0.080876;0.088167;0.566426
"da4022 5.0x3.75 - 4";"da4022 5.0x3.75";"da4022";4;5.0;4;0.663177;6046;0.062943;0.076384;0.546469
"da4022 5.0x3.75 - 4";"da4022 5.0x3.75";"da4022";4;5.0;4;0.717254;6046;0.039851;0.061536;0.464494
"da4022 5.0x3.75 - 4";"da4022 5.0x3.75";"da4022";4;5.0;4;0.760703;6046;0.021416;0.048685;0.334613
"da4022 5.0x3.75 - 4";"da4022 5.0x3.75";"da4022";4;5.0;4;0.805703;6046;0.000755;0.033285;0.018246
"da4022 5.0x3.75 - 4";"da4022 5.0x3.75";"da4022";4;5.0;4;0.855712;6046;-0.0217;0.016766;-1.107605
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.304309;2018;0.110579;0.075261;0.447105
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.385022;2018;0.096197;0.07028;0.526993
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.468394;2018;0.080331;0.064302;0.585157
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.543693;2018;0.063328;0.055463;0.620794
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.647059;2018;0.034468;0.038604;0.577723
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.697733;2018;0.023081;0.031191;0.516305
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.788781;2018;0.001221;0.016022;0.060102
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.202333;3039;0.12244;0.074159;0.334067
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.254818;3039;0.115343;0.072566;0.405031
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.304823;3039;0.107865;0.070591;0.465775
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.358332;3039;0.098333;0.067612;0.521145
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.409945;3039;0.09074;0.065467;0.568206
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.479275;3039;0.078043;0.061013;0.613059
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.519593;3039;0.068232;0.056;0.633086
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.571355;3039;0.058896;0.051647;0.651545
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.624202;3039;0.043611;0.042802;0.636009
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.674348;3039;0.033583;0.037061;0.611067
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.727243;3039;0.016881;0.025658;0.478446
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.776227;3039;0.004856;0.017283;0.218126
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.152627;4042;0.133145;0.075633;0.268687
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.189171;4042;0.128293;0.074873;0.324143
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.231534;4042;0.122225;0.073717;0.383887
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.270946;4042;0.116646;0.07255;0.435626
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.308225;4042;0.108695;0.069888;0.479375
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.346701;4042;0.102766;0.068363;0.521174
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.386789;4042;0.095499;0.065901;0.560505
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.425342;4042;0.088039;0.063234;0.592196
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.460677;4042;0.080979;0.060398;0.61765
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.505789;4042;0.072258;0.056881;0.64252
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.547226;4042;0.063421;0.052671;0.658906
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.584463;4042;0.055336;0.048551;0.666151
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.627311;4042;0.046117;0.043566;0.664038
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.664746;4042;0.036848;0.038191;0.641358
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.701294;4042;0.026518;0.031439;0.591521
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.753678;4042;0.013251;0.022298;0.447873
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.777667;4042;0.006249;0.017153;0.283306
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.660392;4055;0.036903;0.038017;0.641039
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.705115;4055;0.026656;0.031539;0.595947
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.73855;4055;0.017648;0.025397;0.513229
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.774976;4055;0.007401;0.017939;0.319652
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.819492;4055;-0.004676;0.008993;-0.426264
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.122429;5030;0.140242;0.0773;0.222117
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.153762;5030;0.135521;0.076508;0.272362
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.186424;5030;0.132287;0.076529;0.32225
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.217145;5030;0.126711;0.075143;0.366164
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.249547;5030;0.121858;0.074136;0.410184
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.279081;5030;0.117378;0.073061;0.448367
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.309342;5030;0.112396;0.071769;0.484454
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.338532;5030;0.106649;0.069976;0.515948
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.371831;5030;0.102173;0.068957;0.550937
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.402991;5030;0.095193;0.066322;0.578419
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.433573;5030;0.089433;0.064255;0.603462
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.465477;5030;0.083768;0.062071;0.628189
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.497441;5030;0.075617;0.058369;0.64444
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.529495;5030;0.070394;0.056301;0.662033
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.557718;5030;0.063013;0.052494;0.66947
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.592466;5030;0.054597;0.048111;0.672339
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.623072;5030;0.048556;0.044904;0.673744
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.524324;5068;0.071033;0.056336;0.661105
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.558513;5068;0.062724;0.052238;0.670633
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.593106;5068;0.055311;0.048569;0.67543
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.623362;5068;0.048074;0.044499;0.673448
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.652059;5068;0.04091;0.04052;0.658333
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.687403;5068;0.031416;0.03482;0.62019
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.717687;5068;0.024341;0.030358;0.575448
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.748965;5068;0.016183;0.024779;0.489146
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.778589;5068;0.0086;0.019341;0.346176
"da4022 9.0x6.75 - 2";"da4022 9.0x6.75";"da4022";2;9.0;7;0.811556;5068;-0.001599;0.011638;-0.111509
